2,2,0,put_groceries_in_fridge24_scene6,0,0.0,4.4159999999999995,walk,wine352_scene6,
2,2,0,put_groceries_in_fridge24_scene6,1,4.4159999999999995,7.520999999999999,grab,wine352_scene6,
2,2,0,put_groceries_in_fridge24_scene6,2,7.520999999999999,14.558999999999997,put,wine352_scene6,
2,2,0,put_groceries_in_fridge24_scene6,3,14.558999999999997,23.115,walk,bedroom70_scene6,
2,2,0,put_groceries_in_fridge24_scene6,4,23.115,29.877,ActionXXX4,bathroom11_scene6,
2,2,0,put_groceries_in_fridge24_scene6,5,29.877,35.535,walk,towel49_scene6,
2,2,0,put_groceries_in_fridge24_scene6,6,35.535,38.63999999999999,grab,towel49_scene6,
2,2,0,put_groceries_in_fridge24_scene6,7,38.63999999999999,46.574999999999996,walk,bedroom70_scene6,
2,2,0,put_groceries_in_fridge24_scene6,8,46.574999999999996,57.821999999999996,walk,kitchen161_scene6,
2,2,0,put_groceries_in_fridge24_scene6,9,57.821999999999996,63.687,walk,wine352_scene6,
2,2,0,put_groceries_in_fridge24_scene6,10,63.687,66.792,grab,wine352_scene6,
2,2,0,put_groceries_in_fridge24_scene6,11,66.792,88.73400000000001,scrub,wine352_scene6,towel49_scene6
2,2,0,put_groceries_in_fridge24_scene6,12,88.73400000000001,95.49600000000001,walk,kitchentable185_scene6,
2,2,0,put_groceries_in_fridge24_scene6,13,95.49600000000001,98.53200000000001,put,towel49_scene6,kitchentable185_scene6
2,2,0,put_groceries_in_fridge24_scene6,14,98.53200000000001,103.983,ActionXXX14,fridge240_scene6,
2,2,0,put_groceries_in_fridge24_scene6,15,103.983,107.295,open,fridge240_scene6,
2,2,0,put_groceries_in_fridge24_scene6,16,107.295,107.295,turnTo,fridge240_scene6,
2,2,0,put_groceries_in_fridge24_scene6,17,107.295,110.331,putIn,wine352_scene6,fridge240_scene6
2,2,0,put_groceries_in_fridge24_scene6,18,110.331,113.643,close,fridge240_scene6,
