2,2,2,read_bedtime_story1_scene5,0,0.0,7.659,ActionXXX0,MainObjectXXX0,
2,2,2,read_bedtime_story1_scene5,1,7.659,14.007,ActionXXX1,kitchen112_scene5,
2,2,2,read_bedtime_story1_scene5,2,14.007,21.459,walk,bedroom231_scene5,
2,2,2,read_bedtime_story1_scene5,3,21.459,26.496,walk,MainObjectXXX3,
2,2,2,read_bedtime_story1_scene5,4,26.496,33.189,ActionXXX4,lightswitch268_scene5,
2,2,2,read_bedtime_story1_scene5,5,33.189,39.261,ActionXXX5,MainObjectXXX5,
2,2,2,read_bedtime_story1_scene5,6,39.261,42.366,grab,book262_scene5,
2,2,2,read_bedtime_story1_scene5,7,42.366,45.747,walk,bed293_scene5,
2,2,2,read_bedtime_story1_scene5,8,45.747,52.716,sit,bed293_scene5,
2,2,2,read_bedtime_story1_scene5,9,52.716,67.758,read,book262_scene5,
