10,10,10,use_phone4_scene2,0,0.0,5.726999999999999,ActionXXX0,MainObjectXXX0,
10,10,10,use_phone4_scene2,1,5.726999999999999,8.831999999999999,ActionXXX1,MainObjectXXX1,
10,10,10,use_phone4_scene2,2,8.831999999999999,18.906,ActionXXX2,MainObjectXXX2,
10,10,10,use_phone4_scene2,3,18.906,26.909999999999997,ActionXXX3,MainObjectXXX3,
10,10,10,use_phone4_scene2,4,26.909999999999997,40.29599999999999,ActionXXX4,MainObjectXXX4,
10,10,10,use_phone4_scene2,5,40.29599999999999,46.85099999999999,ActionXXX5,,
10,10,10,use_phone4_scene2,6,46.85099999999999,46.85099999999999,ActionXXX6,MainObjectXXX6,
10,10,10,use_phone4_scene2,7,46.85099999999999,58.23599999999999,ActionXXX7,MainObjectXXX7,
10,10,10,use_phone4_scene2,8,58.23599999999999,61.34099999999999,ActionXXX8,MainObjectXXX8,
10,10,10,use_phone4_scene2,9,61.34099999999999,72.58799999999998,ActionXXX9,MainObjectXXX9,
