10,10,10,put_away_groceries_from_fridge1_scene3,0,0.0,10.004999999999999,ActionXXX0,MainObjectXXX0,
10,10,10,put_away_groceries_from_fridge1_scene3,1,10.004999999999999,13.386,ActionXXX1,MainObjectXXX1,
10,10,10,put_away_groceries_from_fridge1_scene3,2,13.386,16.491,ActionXXX2,MainObjectXXX2,
10,10,10,put_away_groceries_from_fridge1_scene3,3,16.491,27.116999999999997,ActionXXX3,MainObjectXXX3,
10,10,10,put_away_groceries_from_fridge1_scene3,4,27.116999999999997,30.153,ActionXXX4,MainObjectXXX4,
10,10,10,put_away_groceries_from_fridge1_scene3,5,30.153,40.158,ActionXXX5,MainObjectXXX5,TargetObjectXXX5
10,10,10,put_away_groceries_from_fridge1_scene3,6,40.158,43.263,ActionXXX6,MainObjectXXX6,
10,10,10,put_away_groceries_from_fridge1_scene3,7,43.263,46.574999999999996,ActionXXX7,MainObjectXXX7,
10,10,10,put_away_groceries_from_fridge1_scene3,8,46.574999999999996,57.407999999999994,ActionXXX8,MainObjectXXX8,
10,10,10,put_away_groceries_from_fridge1_scene3,9,57.407999999999994,60.443999999999996,ActionXXX9,MainObjectXXX9,
