10,10,10,drink_juice_while_watching_television3_scene1,0,0.0,7.037999999999999,ActionXXX0,MainObjectXXX0,
10,10,10,drink_juice_while_watching_television3_scene1,1,7.037999999999999,12.282,ActionXXX1,MainObjectXXX1,
10,10,10,drink_juice_while_watching_television3_scene1,2,12.282,14.972999999999999,ActionXXX2,MainObjectXXX2,
10,10,10,drink_juice_while_watching_television3_scene1,3,14.972999999999999,18.078,ActionXXX3,MainObjectXXX3,
10,10,10,drink_juice_while_watching_television3_scene1,4,18.078,29.531999999999996,ActionXXX4,MainObjectXXX4,
10,10,10,drink_juice_while_watching_television3_scene1,5,29.531999999999996,33.12,ActionXXX5,MainObjectXXX5,
10,10,10,drink_juice_while_watching_television3_scene1,6,33.12,36.224999999999994,ActionXXX6,MainObjectXXX6,
10,10,10,drink_juice_while_watching_television3_scene1,7,36.224999999999994,46.64399999999999,ActionXXX7,MainObjectXXX7,
10,10,10,drink_juice_while_watching_television3_scene1,8,46.64399999999999,51.81899999999999,ActionXXX8,MainObjectXXX8,
10,10,10,drink_juice_while_watching_television3_scene1,9,51.81899999999999,59.54699999999999,ActionXXX9,MainObjectXXX9,
10,10,10,drink_juice_while_watching_television3_scene1,10,59.54699999999999,69.966,ActionXXX10,MainObjectXXX10,
10,10,10,drink_juice_while_watching_television3_scene1,11,69.966,79.488,ActionXXX11,,
10,10,10,drink_juice_while_watching_television3_scene1,12,79.488,86.595,ActionXXX12,MainObjectXXX12,
10,10,10,drink_juice_while_watching_television3_scene1,13,86.595,89.631,ActionXXX13,MainObjectXXX13,
10,10,10,drink_juice_while_watching_television3_scene1,14,89.631,90.94200000000001,ActionXXX14,MainObjectXXX14,TargetObjectXXX14
10,10,10,drink_juice_while_watching_television3_scene1,15,90.94200000000001,94.254,ActionXXX15,MainObjectXXX15,
